variable	var_label	var_type	reference_row	row_type	header_row	N_obs	N_event	N	coefficients_type	coefficients_label	Criteria	term	var_class	var_nlevels	contrasts	contrasts_type	n_obs	n_event	exposure	Hazard_Ratio	std.error	statistic	nevent	conf.low	conf.high	ci	p.value	Concordance	Likelihood_Ratio_Pval	Wald_Test_Pval	Logrank_Test_Pval	Likelihood_Ratio_AdjPval_BH	Wald_Test_AdjPval_BH	Logrank_Test_AdjPval_BH
Lymphvessels.BIN	Lymphvessels.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Lymphvessels.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	65	52,626	0.67	0.168	-2.42	144	0.48	0.93	0.48, 0.93	0.016	0.557	0.02	0.02	0.01	0.02	0.02	0.02
LYM.BIN	LYM.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	LYM.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	65	55,989	0.62	0.169	-2.86	144	0.44	0.86	0.44, 0.86	0.004	0.571	0.004	0.004	0.004	0.004	0.004	0.004
NKcells.BIN	NKcells.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	NKcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	77	43,368	1.20	0.167	1.10	144	0.87	1.67	0.87, 1.67	0.3	0.52	0.3	0.3	0.3	0.3	0.3	0.3
G.GIMAP4.BIN	G.GIMAP4.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	G.GIMAP4.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	67	57,242	0.63	0.169	-2.76	144	0.45	0.87	0.45, 0.87	0.006	0.57	0.006	0.006	0.005	0.006	0.006	0.006
Neutrophils.BIN	Neutrophils.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Neutrophils.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	60	56,533	0.55	0.172	-3.52	144	0.39	0.76	0.39, 0.76	<0.001	0.57	4e-04	4e-04	4e-04	4e-04	4e-04	4e-04
Bcells.BIN	Bcells.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Bcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	62	52,999	0.62	0.169	-2.79	144	0.45	0.87	0.45, 0.87	0.005	0.556	0.005	0.005	0.005	0.005	0.005	0.005
HER2.Immune.PCA.18006808.BIN	HER2.Immune.PCA.18006808.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	HER2.Immune.PCA.18006808.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	67	55,261	0.67	0.169	-2.34	144	0.48	0.94	0.48, 0.94	0.019	0.558	0.02	0.02	0.02	0.02	0.02	0.02
Module5.TcellBcell.score.BIN	Module5.TcellBcell.score.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Module5.TcellBcell.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	62	59,192	0.53	0.171	-3.71	144	0.38	0.74	0.38, 0.74	<0.001	0.584	2e-04	2e-04	2e-04	2e-04	2e-04	2e-04
IL4.score.21050467.BIN	IL4.score.21050467.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	IL4.score.21050467.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	62	55,454	0.58	0.171	-3.21	144	0.41	0.81	0.41, 0.81	0.001	0.569	0.001	0.001	0.001	0.001	0.001	0.001
CSF1.response.BIN	CSF1.response.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	CSF1.response.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	62	57,650	0.55	0.171	-3.51	144	0.39	0.77	0.39, 0.77	<0.001	0.58	4e-04	4e-04	4e-04	4e-04	4e-04	4e-04
CHANG.CORE.SERUM.RESPONSE.UP.BIN	CHANG.CORE.SERUM.RESPONSE.UP.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	CHANG.CORE.SERUM.RESPONSE.UP.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	68	43,270	0.89	0.167	-0.692	144	0.64	1.24	0.64, 1.24	0.5	0.51	0.5	0.5	0.5	0.5	0.5	0.5
Chemokine12.score.BIN	Chemokine12.score.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Chemokine12.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	65	56,832	0.59	0.169	-3.16	144	0.42	0.82	0.42, 0.82	0.002	0.583	0.002	0.002	0.001	0.002	0.002	0.002
LCK.19272155.BIN	LCK.19272155.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	LCK.19272155.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	66	56,271	0.65	0.169	-2.57	144	0.46	0.90	0.46, 0.90	0.010	0.561	0.01	0.01	0.01	0.01	0.01	0.01
TGFB.score.21050467.BIN	TGFB.score.21050467.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	TGFB.score.21050467.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	74	43,126	1.08	0.167	0.441	144	0.78	1.49	0.78, 1.49	0.7	0.506	0.7	0.7	0.7	0.7	0.7	0.7
G.SLAMF6.BIN	G.SLAMF6.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	G.SLAMF6.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	63	57,378	0.58	0.170	-3.18	144	0.42	0.81	0.42, 0.81	0.001	0.569	0.001	0.001	0.001	0.001	0.001	0.001
DC.BIN	DC.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	DC.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	67	53,067	0.71	0.168	-2.06	144	0.51	0.98	0.51, 0.98	0.039	0.553	0.04	0.04	0.04	0.04	0.04	0.04
IFNG.score.21050467.BIN	IFNG.score.21050467.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	IFNG.score.21050467.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	66	55,141	0.65	0.169	-2.59	144	0.46	0.90	0.46, 0.90	0.009	0.565	0.009	0.009	0.009	0.009	0.009	0.009
CD8.CD68.ratio.BIN	CD8.CD68.ratio.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	CD8.CD68.ratio.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	64	57,024	0.58	0.171	-3.18	144	0.42	0.81	0.42, 0.81	0.001	0.574	0.001	0.001	0.001	0.001	0.001	0.001
Angiogenesis.BIN	Angiogenesis.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Angiogenesis.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	69	47,718	0.85	0.167	-0.944	144	0.62	1.18	0.62, 1.18	0.3	0.521	0.3	0.3	0.3	0.3	0.3	0.3
G.LILRB4.BIN	G.LILRB4.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	G.LILRB4.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	59	58,847	0.50	0.174	-4.02	144	0.35	0.70	0.35, 0.70	<0.001	0.582	5e-05	6e-05	4e-05	6e-05	6e-05	6e-05
MHC.II.19272155.BIN	MHC.II.19272155.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	MHC.II.19272155.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	60	58,949	0.49	0.172	-4.13	144	0.35	0.69	0.35, 0.69	<0.001	0.595	3e-05	4e-05	3e-05	4e-05	4e-05	4e-05
CD103neg.mean.25446897.BIN	CD103neg.mean.25446897.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	CD103neg.mean.25446897.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	64	55,063	0.61	0.169	-2.96	144	0.44	0.84	0.44, 0.84	0.003	0.572	0.003	0.003	0.003	0.003	0.003	0.003
Minterferon.Cluster.21214954.BIN	Minterferon.Cluster.21214954.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Minterferon.Cluster.21214954.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	65	57,426	0.61	0.170	-2.87	144	0.44	0.86	0.44, 0.86	0.004	0.565	0.004	0.004	0.004	0.004	0.004	0.004
Tgdcells.BIN	Tgdcells.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Tgdcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	81	35,944	1.63	0.169	2.88	144	1.17	2.27	1.17, 2.27	0.004	0.562	0.004	0.004	0.004	0.004	0.004	0.004
Bcell.mg.IGJ.BIN	Bcell.mg.IGJ.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Bcell.mg.IGJ.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	68	48,835	0.84	0.167	-1.01	144	0.61	1.17	0.61, 1.17	0.3	0.513	0.3	0.3	0.3	0.3	0.3	0.3
MHC.I.19272155.BIN	MHC.I.19272155.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	MHC.I.19272155.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	61	56,346	0.55	0.171	-3.52	144	0.39	0.77	0.39, 0.77	<0.001	0.575	4e-04	4e-04	4e-04	4e-04	4e-04	4e-04
aDC.BIN	aDC.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	aDC.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	65	58,371	0.59	0.170	-3.08	144	0.42	0.83	0.42, 0.83	0.002	0.572	0.002	0.002	0.002	0.002	0.002	0.002
Tcmcells.BIN	Tcmcells.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Tcmcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	70	47,026	0.90	0.167	-0.636	144	0.65	1.25	0.65, 1.25	0.5	0.517	0.5	0.5	0.5	0.5	0.5	0.5
IL12.score.21050467.BIN	IL12.score.21050467.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	IL12.score.21050467.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	63	58,898	0.53	0.172	-3.65	144	0.38	0.75	0.38, 0.75	<0.001	0.587	2e-04	3e-04	2e-04	3e-04	3e-04	3e-04
MDACC.FNA.1.20805453.BIN	MDACC.FNA.1.20805453.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	MDACC.FNA.1.20805453.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	62	56,646	0.55	0.171	-3.50	144	0.39	0.77	0.39, 0.77	<0.001	0.581	4e-04	5e-04	4e-04	5e-04	5e-04	5e-04
iDC.BIN	iDC.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	iDC.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	61	54,690	0.57	0.170	-3.32	144	0.41	0.79	0.41, 0.79	<0.001	0.571	8e-04	9e-04	8e-04	9e-04	9e-04	9e-04
Bcell.receptors.score.BIN	Bcell.receptors.score.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Bcell.receptors.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	64	55,334	0.65	0.169	-2.56	144	0.47	0.90	0.47, 0.90	0.011	0.549	0.01	0.01	0.01	0.01	0.01	0.01
Th1cells.BIN	Th1cells.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Th1cells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	66	55,385	0.67	0.169	-2.37	144	0.48	0.93	0.48, 0.93	0.018	0.549	0.02	0.02	0.02	0.02	0.02	0.02
Troester.WoundSig.19887484.BIN	Troester.WoundSig.19887484.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Troester.WoundSig.19887484.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	68	48,650	0.77	0.167	-1.55	144	0.56	1.07	0.56, 1.07	0.12	0.541	0.1	0.1	0.1	0.1	0.1	0.1
Thelpercells.BIN	Thelpercells.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Thelpercells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	62	50,436	0.68	0.169	-2.26	144	0.49	0.95	0.49, 0.95	0.024	0.537	0.02	0.02	0.02	0.02	0.02	0.02
Tregcells.BIN	Tregcells.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Tregcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	117	68	51,258	0.74	0.167	-1.78	144	0.54	1.03	0.54, 1.03	0.076	0.551	0.08	0.08	0.07	0.08	0.08	0.08
Temcells.BIN	Temcells.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Temcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	72	51,171	0.87	0.168	-0.804	144	0.63	1.21	0.63, 1.21	0.4	0.525	0.4	0.4	0.4	0.4	0.4	0.4
Eosinophils.BIN	Eosinophils.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Eosinophils.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	69	45,423	0.88	0.167	-0.771	144	0.63	1.22	0.63, 1.22	0.4	0.519	0.4	0.4	0.4	0.4	0.4	0.4
G.CYTH4.BIN	G.CYTH4.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	G.CYTH4.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	66	55,455	0.64	0.169	-2.63	144	0.46	0.89	0.46, 0.89	0.009	0.567	0.008	0.009	0.008	0.009	0.009	0.009
Bcell.21978456.BIN	Bcell.21978456.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Bcell.21978456.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	61	59,036	0.53	0.173	-3.67	144	0.38	0.74	0.38, 0.74	<0.001	0.575	2e-04	2e-04	2e-04	2e-04	2e-04	2e-04
Macrophages.BIN	Macrophages.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Macrophages.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	67	52,743	0.71	0.168	-2.00	144	0.51	0.99	0.51, 0.99	0.045	0.549	0.04	0.05	0.04	0.05	0.05	0.05
CTLA4.data.BIN	CTLA4.data.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	CTLA4.data.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	62	55,135	0.59	0.170	-3.14	144	0.42	0.82	0.42, 0.82	0.002	0.569	0.002	0.002	0.001	0.002	0.002	0.002
CD8.PCA.16704732.BIN	CD8.PCA.16704732.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	CD8.PCA.16704732.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	65	55,424	0.64	0.170	-2.64	144	0.46	0.89	0.46, 0.89	0.008	0.557	0.008	0.008	0.008	0.008	0.008	0.008
Th17cells.BIN	Th17cells.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Th17cells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	72	49,123	0.93	0.167	-0.414	144	0.67	1.29	0.67, 1.29	0.7	0.511	0.7	0.7	0.7	0.7	0.7	0.7
GRANS.PCA.16704732.BIN	GRANS.PCA.16704732.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	GRANS.PCA.16704732.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	71	51,044	0.80	0.167	-1.36	144	0.57	1.11	0.57, 1.11	0.2	0.549	0.2	0.2	0.2	0.2	0.2	0.2
TREM1.data.BIN	TREM1.data.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	TREM1.data.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	62	48,187	0.68	0.168	-2.32	144	0.49	0.94	0.49, 0.94	0.021	0.544	0.02	0.02	0.02	0.02	0.02	0.02
STAT1.19272155.BIN	STAT1.19272155.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	STAT1.19272155.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	66	55,078	0.65	0.169	-2.54	144	0.47	0.91	0.47, 0.91	0.011	0.56	0.01	0.01	0.01	0.01	0.01	0.01
TAMsurr.TcClassII.ratio.BIN	TAMsurr.TcClassII.ratio.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	TAMsurr.TcClassII.ratio.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	63	58,717	0.54	0.172	-3.58	144	0.39	0.76	0.39, 0.76	<0.001	0.583	3e-04	3e-04	3e-04	3e-04	3e-04	3e-04
B.cell.PCA.16704732.BIN	B.cell.PCA.16704732.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	B.cell.PCA.16704732.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	65	55,002	0.64	0.169	-2.68	144	0.46	0.89	0.46, 0.89	0.007	0.562	0.007	0.007	0.007	0.007	0.007	0.007
APM2.BIN	APM2.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	APM2.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	66	53,066	0.68	0.168	-2.30	144	0.49	0.95	0.49, 0.95	0.022	0.555	0.02	0.02	0.02	0.02	0.02	0.02
Th2cells.BIN	Th2cells.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Th2cells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	59	50,150	0.62	0.170	-2.80	144	0.45	0.87	0.45, 0.87	0.005	0.545	0.005	0.005	0.005	0.005	0.005	0.005
CSR.Activated.15701700.BIN	CSR.Activated.15701700.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	CSR.Activated.15701700.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	70	47,198	0.85	0.167	-0.97	144	0.61	1.18	0.61, 1.18	0.3	0.528	0.3	0.3	0.3	0.3	0.3	0.3
APM1.BIN	APM1.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	APM1.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	64	55,382	0.60	0.169	-3.04	144	0.43	0.83	0.43, 0.83	0.002	0.571	0.002	0.002	0.002	0.002	0.002	0.002
pDC.BIN	pDC.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	pDC.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	58	58,138	0.48	0.172	-4.22	144	0.35	0.68	0.35, 0.68	<0.001	0.589	2e-05	2e-05	2e-05	2e-05	2e-05	2e-05
Rotterdam.ERneg.PCA.15721472.BIN	Rotterdam.ERneg.PCA.15721472.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Rotterdam.ERneg.PCA.15721472.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	72	39,532	1.16	0.167	0.911	144	0.84	1.62	0.84, 1.62	0.4	0.531	0.4	0.4	0.4	0.4	0.4	0.4
NHI.5gene.score.BIN	NHI.5gene.score.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	NHI.5gene.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	61	57,672	0.53	0.172	-3.68	144	0.38	0.74	0.38, 0.74	<0.001	0.582	2e-04	2e-04	2e-04	2e-04	2e-04	2e-04
Tcell.21978456.BIN	Tcell.21978456.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Tcell.21978456.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	65	56,364	0.62	0.169	-2.85	144	0.44	0.86	0.44, 0.86	0.004	0.57	0.004	0.004	0.004	0.004	0.004	0.004
LYMPHS.PCA.16704732.BIN	LYMPHS.PCA.16704732.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	LYMPHS.PCA.16704732.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	71	44,938	0.94	0.167	-0.387	144	0.68	1.30	0.68, 1.30	0.7	0.516	0.7	0.7	0.7	0.7	0.7	0.7
IR7.score.BIN	IR7.score.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	IR7.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	62	58,101	0.54	0.171	-3.61	144	0.39	0.75	0.39, 0.75	<0.001	0.582	3e-04	3e-04	3e-04	3e-04	3e-04	3e-04
CD68.BIN	CD68.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	CD68.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	66	55,983	0.65	0.169	-2.57	144	0.47	0.90	0.47, 0.90	0.010	0.563	0.01	0.01	0.01	0.01	0.01	0.01
Module3.IFN.score.BIN	Module3.IFN.score.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	Module3.IFN.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	65	54,994	0.67	0.169	-2.39	144	0.48	0.93	0.48, 0.93	0.017	0.55	0.02	0.02	0.02	0.02	0.02	0.02
ICR.INHIB.SCORE.BIN	ICR.INHIB.SCORE.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	ICR.INHIB.SCORE.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	63	56,911	0.56	0.169	-3.43	144	0.40	0.78	0.40, 0.78	<0.001	0.583	6e-04	6e-04	5e-04	6e-04	6e-04	6e-04
IgG.19272155.BIN	IgG.19272155.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	High_AboveMedian	IgG.19272155.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	118	68	56,140	0.68	0.169	-2.28	144	0.49	0.95	0.49, 0.95	0.023	0.56	0.02	0.02	0.02	0.02	0.02	0.02
