variable	var_label	var_type	reference_row	row_type	header_row	N_obs	N_event	N	coefficients_type	coefficients_label	Criteria	term	var_class	var_nlevels	contrasts	contrasts_type	n_obs	n_event	exposure	Hazard_Ratio	std.error	statistic	nevent	conf.low	conf.high	ci	p.value	Concordance	Likelihood_Ratio_Pval	Wald_Test_Pval	Logrank_Test_Pval	Likelihood_Ratio_AdjPval_BH	Wald_Test_AdjPval_BH	Logrank_Test_AdjPval_BH
Lymphvessels.BIN	Lymphvessels.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Lymphvessels.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	94,288	0.77	0.157	-1.64	164	0.57	1.05	0.57, 1.05	0.10	0.526	0.1	0.1	0.1	0.1	0.1	0.1
LYM.BIN	LYM.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	LYM.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	67	103,427	0.55	0.160	-3.69	164	0.40	0.76	0.40, 0.76	<0.001	0.57	2e-04	2e-04	2e-04	2e-04	2e-04	2e-04
NKcells.BIN	NKcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	NKcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	95,283	0.82	0.157	-1.30	164	0.60	1.11	0.60, 1.11	0.2	0.519	0.2	0.2	0.2	0.2	0.2	0.2
G.GIMAP4.BIN	G.GIMAP4.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	G.GIMAP4.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	69	104,202	0.57	0.159	-3.50	164	0.42	0.78	0.42, 0.78	<0.001	0.572	4e-04	5e-04	4e-04	5e-04	5e-04	5e-04
Neutrophils.BIN	Neutrophils.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Neutrophils.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	96,500	0.75	0.157	-1.81	164	0.55	1.02	0.55, 1.02	0.070	0.523	0.07	0.07	0.07	0.07	0.07	0.07
Bcells.BIN	Bcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Bcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	70	99,977	0.63	0.159	-2.87	164	0.47	0.87	0.47, 0.87	0.004	0.556	0.004	0.004	0.004	0.004	0.004	0.004
HER2.Immune.PCA.18006808.BIN	HER2.Immune.PCA.18006808.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	HER2.Immune.PCA.18006808.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	71	103,304	0.62	0.159	-3.04	164	0.45	0.84	0.45, 0.84	0.002	0.556	0.002	0.002	0.002	0.002	0.002	0.002
Module5.TcellBcell.score.BIN	Module5.TcellBcell.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Module5.TcellBcell.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	68	103,509	0.57	0.159	-3.58	164	0.41	0.77	0.41, 0.77	<0.001	0.573	3e-04	3e-04	3e-04	3e-04	3e-04	3e-04
IL4.score.21050467.BIN	IL4.score.21050467.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	IL4.score.21050467.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	101,691	0.67	0.159	-2.52	164	0.49	0.92	0.49, 0.92	0.012	0.542	0.01	0.01	0.01	0.01	0.01	0.01
CSF1.response.BIN	CSF1.response.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	CSF1.response.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	69	102,501	0.59	0.159	-3.26	164	0.44	0.81	0.44, 0.81	0.001	0.557	0.001	0.001	0.001	0.001	0.001	0.001
CHANG.CORE.SERUM.RESPONSE.UP.BIN	CHANG.CORE.SERUM.RESPONSE.UP.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	CHANG.CORE.SERUM.RESPONSE.UP.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	81	85,966	1.06	0.157	0.352	164	0.78	1.44	0.78, 1.44	0.7	0.505	0.7	0.7	0.7	0.7	0.7	0.7
Chemokine12.score.BIN	Chemokine12.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Chemokine12.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	67	103,436	0.55	0.160	-3.73	164	0.40	0.75	0.40, 0.75	<0.001	0.576	2e-04	2e-04	2e-04	2e-04	2e-04	2e-04
LCK.19272155.BIN	LCK.19272155.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	LCK.19272155.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	72	101,800	0.65	0.158	-2.71	164	0.48	0.89	0.48, 0.89	0.007	0.55	0.006	0.007	0.006	0.007	0.007	0.007
TGFB.score.21050467.BIN	TGFB.score.21050467.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	TGFB.score.21050467.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	80	88,521	1.01	0.156	0.081	164	0.75	1.38	0.75, 1.38	>0.9	0.506	0.9	0.9	0.9	0.9	0.9	0.9
G.SLAMF6.BIN	G.SLAMF6.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	G.SLAMF6.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	68	101,837	0.59	0.159	-3.35	164	0.43	0.80	0.43, 0.80	<0.001	0.563	7e-04	8e-04	7e-04	8e-04	8e-04	8e-04
DC.BIN	DC.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	DC.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	94,455	0.77	0.157	-1.62	164	0.57	1.06	0.57, 1.06	0.11	0.521	0.1	0.1	0.1	0.1	0.1	0.1
IFNG.score.21050467.BIN	IFNG.score.21050467.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	IFNG.score.21050467.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	74	101,975	0.67	0.157	-2.59	164	0.49	0.91	0.49, 0.91	0.010	0.56	0.009	0.01	0.009	0.01	0.01	0.01
CD8.CD68.ratio.BIN	CD8.CD68.ratio.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	CD8.CD68.ratio.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	72	101,061	0.66	0.158	-2.65	164	0.48	0.90	0.48, 0.90	0.008	0.554	0.008	0.008	0.008	0.008	0.008	0.008
Angiogenesis.BIN	Angiogenesis.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Angiogenesis.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	70	95,779	0.69	0.158	-2.34	164	0.51	0.94	0.51, 0.94	0.019	0.543	0.02	0.02	0.02	0.02	0.02	0.02
G.LILRB4.BIN	G.LILRB4.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	G.LILRB4.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	68	100,310	0.61	0.160	-3.10	164	0.45	0.83	0.45, 0.83	0.002	0.549	0.002	0.002	0.002	0.002	0.002	0.002
MHC.II.19272155.BIN	MHC.II.19272155.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	MHC.II.19272155.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	70	104,238	0.59	0.159	-3.35	164	0.43	0.80	0.43, 0.80	<0.001	0.565	7e-04	8e-04	7e-04	8e-04	8e-04	8e-04
CD103neg.mean.25446897.BIN	CD103neg.mean.25446897.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	CD103neg.mean.25446897.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	71	98,315	0.68	0.158	-2.45	164	0.50	0.92	0.50, 0.92	0.014	0.544	0.01	0.01	0.01	0.01	0.01	0.01
Minterferon.Cluster.21214954.BIN	Minterferon.Cluster.21214954.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Minterferon.Cluster.21214954.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	70	102,452	0.61	0.159	-3.16	164	0.44	0.83	0.44, 0.83	0.002	0.562	0.001	0.002	0.001	0.0015	0.002	0.0015
Tgdcells.BIN	Tgdcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Tgdcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	88	86,221	1.27	0.157	1.55	164	0.94	1.73	0.94, 1.73	0.12	0.534	0.1	0.1	0.1	0.1	0.1	0.1
Bcell.mg.IGJ.BIN	Bcell.mg.IGJ.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Bcell.mg.IGJ.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	81	93,458	0.94	0.156	-0.365	164	0.70	1.28	0.70, 1.28	0.7	0.502	0.7	0.7	0.7	0.7	0.7	0.7
MHC.I.19272155.BIN	MHC.I.19272155.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	MHC.I.19272155.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	71	103,728	0.61	0.158	-3.16	164	0.44	0.83	0.44, 0.83	0.002	0.566	0.001	0.002	0.001	0.0015	0.002	0.0015
aDC.BIN	aDC.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	aDC.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	75	101,211	0.71	0.158	-2.19	164	0.52	0.96	0.52, 0.96	0.029	0.546	0.03	0.03	0.03	0.03	0.03	0.03
Tcmcells.BIN	Tcmcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Tcmcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	98,354	0.70	0.158	-2.22	164	0.52	0.96	0.52, 0.96	0.026	0.542	0.03	0.03	0.03	0.03	0.03	0.03
IL12.score.21050467.BIN	IL12.score.21050467.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	IL12.score.21050467.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	66	105,139	0.52	0.160	-4.09	164	0.38	0.71	0.38, 0.71	<0.001	0.586	3e-05	4e-05	3e-05	4e-05	4e-05	4e-05
MDACC.FNA.1.20805453.BIN	MDACC.FNA.1.20805453.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	MDACC.FNA.1.20805453.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	74	100,356	0.69	0.157	-2.33	164	0.51	0.94	0.51, 0.94	0.020	0.549	0.02	0.02	0.02	0.02	0.02	0.02
iDC.BIN	iDC.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	iDC.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	75	99,019	0.73	0.157	-2.03	164	0.53	0.99	0.53, 0.99	0.043	0.539	0.04	0.04	0.04	0.04	0.04	0.04
Bcell.receptors.score.BIN	Bcell.receptors.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Bcell.receptors.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	99,926	0.69	0.157	-2.37	164	0.51	0.94	0.51, 0.94	0.018	0.548	0.02	0.02	0.02	0.02	0.02	0.02
Th1cells.BIN	Th1cells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Th1cells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	75	99,822	0.73	0.157	-1.97	164	0.54	1.00	0.54, 1.00	0.049	0.533	0.05	0.05	0.05	0.05	0.05	0.05
Troester.WoundSig.19887484.BIN	Troester.WoundSig.19887484.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Troester.WoundSig.19887484.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	75	95,455	0.79	0.157	-1.47	164	0.58	1.08	0.58, 1.08	0.14	0.529	0.1	0.1	0.1	0.1	0.1	0.1
Thelpercells.BIN	Thelpercells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Thelpercells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	68	93,918	0.69	0.159	-2.34	164	0.51	0.94	0.51, 0.94	0.019	0.537	0.02	0.02	0.02	0.02	0.02	0.02
Tregcells.BIN	Tregcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Tregcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	74	99,307	0.71	0.157	-2.17	164	0.52	0.97	0.52, 0.97	0.030	0.545	0.03	0.03	0.03	0.03	0.03	0.03
Temcells.BIN	Temcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Temcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	71	98,706	0.69	0.159	-2.37	164	0.50	0.94	0.50, 0.94	0.018	0.531	0.02	0.02	0.02	0.02	0.02	0.02
Eosinophils.BIN	Eosinophils.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Eosinophils.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	79	88,758	0.98	0.156	-0.113	164	0.72	1.33	0.72, 1.33	>0.9	0.496	0.9	0.9	0.9	0.9	0.9	0.9
G.CYTH4.BIN	G.CYTH4.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	G.CYTH4.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	70	102,594	0.61	0.159	-3.13	164	0.44	0.83	0.44, 0.83	0.002	0.558	0.002	0.002	0.002	0.002	0.002	0.002
Bcell.21978456.BIN	Bcell.21978456.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Bcell.21978456.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	66	102,849	0.54	0.160	-3.80	164	0.40	0.74	0.40, 0.74	<0.001	0.575	1e-04	1e-04	1e-04	1e-04	1e-04	1e-04
Macrophages.BIN	Macrophages.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Macrophages.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	97,779	0.77	0.157	-1.66	164	0.57	1.05	0.57, 1.05	0.10	0.531	0.1	0.1	0.1	0.1	0.1	0.1
CTLA4.data.BIN	CTLA4.data.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	CTLA4.data.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	155	69	100,300	0.61	0.159	-3.07	164	0.45	0.84	0.45, 0.84	0.002	0.565	0.002	0.002	0.002	0.002	0.002	0.002
CD8.PCA.16704732.BIN	CD8.PCA.16704732.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	CD8.PCA.16704732.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	70	101,958	0.61	0.159	-3.08	164	0.45	0.84	0.45, 0.84	0.002	0.561	0.002	0.002	0.002	0.002	0.002	0.002
Th17cells.BIN	Th17cells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Th17cells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	99,466	0.77	0.157	-1.68	164	0.56	1.05	0.56, 1.05	0.093	0.526	0.09	0.09	0.09	0.09	0.09	0.09
GRANS.PCA.16704732.BIN	GRANS.PCA.16704732.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	GRANS.PCA.16704732.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	99,357	0.68	0.157	-2.41	164	0.50	0.93	0.50, 0.93	0.016	0.552	0.02	0.02	0.02	0.02	0.02	0.02
TREM1.data.BIN	TREM1.data.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	TREM1.data.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	92,607	0.84	0.157	-1.08	164	0.62	1.15	0.62, 1.15	0.3	0.523	0.3	0.3	0.3	0.3	0.3	0.3
STAT1.19272155.BIN	STAT1.19272155.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	STAT1.19272155.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	70	101,010	0.62	0.158	-3.04	164	0.45	0.84	0.45, 0.84	0.002	0.563	0.002	0.002	0.002	0.002	0.002	0.002
TAMsurr.TcClassII.ratio.BIN	TAMsurr.TcClassII.ratio.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	TAMsurr.TcClassII.ratio.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	69	104,610	0.57	0.159	-3.53	164	0.42	0.78	0.42, 0.78	<0.001	0.571	4e-04	4e-04	3e-04	4e-04	4e-04	4e-04
B.cell.PCA.16704732.BIN	B.cell.PCA.16704732.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	B.cell.PCA.16704732.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	72	102,480	0.64	0.158	-2.81	164	0.47	0.87	0.47, 0.87	0.005	0.554	0.005	0.005	0.005	0.005	0.005	0.005
APM2.BIN	APM2.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	APM2.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	69	103,231	0.58	0.159	-3.43	164	0.43	0.79	0.43, 0.79	<0.001	0.573	5e-04	6e-04	5e-04	6e-04	6e-04	6e-04
Th2cells.BIN	Th2cells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Th2cells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	92,342	0.85	0.157	-1.00	164	0.63	1.16	0.63, 1.16	0.3	0.512	0.3	0.3	0.3	0.3	0.3	0.3
CSR.Activated.15701700.BIN	CSR.Activated.15701700.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	CSR.Activated.15701700.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	78	94,565	0.84	0.156	-1.13	164	0.62	1.14	0.62, 1.14	0.3	0.531	0.3	0.3	0.3	0.3	0.3	0.3
APM1.BIN	APM1.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	APM1.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	71	105,038	0.59	0.159	-3.31	164	0.43	0.81	0.43, 0.81	<0.001	0.569	9e-04	9e-04	8e-04	9e-04	9e-04	9e-04
pDC.BIN	pDC.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	pDC.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	64	101,595	0.53	0.161	-3.94	164	0.39	0.73	0.39, 0.73	<0.001	0.576	6e-05	8e-05	6e-05	8e-05	8e-05	8e-05
Rotterdam.ERneg.PCA.15721472.BIN	Rotterdam.ERneg.PCA.15721472.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Rotterdam.ERneg.PCA.15721472.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	80	88,421	1.02	0.156	0.146	164	0.75	1.39	0.75, 1.39	0.9	0.515	0.9	0.9	0.9	0.9	0.9	0.9
NHI.5gene.score.BIN	NHI.5gene.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	NHI.5gene.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	72	101,715	0.64	0.158	-2.80	164	0.47	0.88	0.47, 0.88	0.005	0.562	0.005	0.005	0.005	0.005	0.005	0.005
Tcell.21978456.BIN	Tcell.21978456.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Tcell.21978456.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	68	103,944	0.56	0.160	-3.61	164	0.41	0.77	0.41, 0.77	<0.001	0.571	3e-04	3e-04	3e-04	3e-04	3e-04	3e-04
LYMPHS.PCA.16704732.BIN	LYMPHS.PCA.16704732.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	LYMPHS.PCA.16704732.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	85	85,621	1.16	0.157	0.97	164	0.86	1.58	0.86, 1.58	0.3	0.511	0.3	0.3	0.3	0.3	0.3	0.3
IR7.score.BIN	IR7.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	IR7.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	71	103,377	0.61	0.158	-3.13	164	0.45	0.83	0.45, 0.83	0.002	0.563	0.002	0.002	0.002	0.002	0.002	0.002
CD68.BIN	CD68.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	CD68.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	71	95,979	0.71	0.158	-2.17	164	0.52	0.97	0.52, 0.97	0.030	0.531	0.03	0.03	0.03	0.03	0.03	0.03
Module3.IFN.score.BIN	Module3.IFN.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	Module3.IFN.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	70	99,644	0.64	0.158	-2.82	164	0.47	0.87	0.47, 0.87	0.005	0.556	0.005	0.005	0.004	0.005	0.005	0.005
ICR.INHIB.SCORE.BIN	ICR.INHIB.SCORE.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	ICR.INHIB.SCORE.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	67	99,533	0.59	0.159	-3.27	164	0.43	0.81	0.43, 0.81	0.001	0.563	9e-04	0.001	9e-04	0.001	0.001	0.001
IgG.19272155.BIN	IgG.19272155.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	High_AboveMedian	IgG.19272155.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	69	103,625	0.57	0.159	-3.52	164	0.42	0.78	0.42, 0.78	<0.001	0.576	4e-04	4e-04	4e-04	4e-04	4e-04	4e-04
