variable	Hazard_Ratio	ci	p.value	Concordance	Likelihood_Ratio_Pval	Wald_Test_Pval	Logrank_Test_Pval	Likelihood_Ratio_AdjPval_BH	Wald_Test_AdjPval_BH	Logrank_Test_AdjPval_BH	Criteria	var_label	var_type	reference_row	row_type	header_row	N_obs	N_event	N	coefficients_type	coefficients_label	term	var_class	var_nlevels	contrasts	contrasts_type	n_obs	n_event	exposure	std.error	statistic	nevent	conf.low	conf.high
Module3.IFN.score	0.67	0.48, 0.93	0.017	0.55	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	Module3.IFN.score.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	Module3.IFN.score.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	118	65	54994	0.169	-2.39	144	0.48	0.93
Terminal.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol	0.67	0.48, 0.93	0.018	0.561	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	Terminal.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	Terminal.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	118	68	56523	0.169	-2.36	144	0.48	0.93
Th1cells	0.67	0.48, 0.93	0.018	0.549	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	Th1cells.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	Th1cells.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	118	66	55385	0.169	-2.37	144	0.48	0.93
HER2.Immune.PCA.18006808	0.67	0.48, 0.94	0.019	0.558	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	HER2.Immune.PCA.18006808.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	HER2.Immune.PCA.18006808.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	118	67	55261	0.169	-2.34	144	0.48	0.94
MILNER.RESIDENCY.TableS8.Crowl.35761084.NatImmunol	0.68	0.49, 0.94	0.02	0.56	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	MILNER.RESIDENCY.TableS8.Crowl.35761084.NatImmunol.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	MILNER.RESIDENCY.TableS8.Crowl.35761084.NatImmunol.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	118	67	54660	0.168	-2.33	144	0.49	0.94
TREM1.data	0.68	0.49, 0.94	0.021	0.544	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	TREM1.data.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	TREM1.data.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	118	62	48187	0.168	-2.32	144	0.49	0.94
CROWL.Residency.TableS8.Crowl.35761084.NatImmunol	0.68	0.49, 0.95	0.022	0.558	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	CROWL.Residency.TableS8.Crowl.35761084.NatImmunol.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	CROWL.Residency.TableS8.Crowl.35761084.NatImmunol.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	118	67	54425	0.168	-2.29	144	0.49	0.95
APM2	0.68	0.49, 0.95	0.022	0.555	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	APM2.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	APM2.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	118	66	53066	0.168	-2.3	144	0.49	0.95
IgG.19272155	0.68	0.49, 0.95	0.023	0.56	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	IgG.19272155.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	IgG.19272155.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	118	68	56140	0.169	-2.28	144	0.49	0.95
Thelpercells	0.68	0.49, 0.95	0.024	0.537	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	Thelpercells.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	Thelpercells.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	118	62	50436	0.169	-2.26	144	0.49	0.95
Cytotoxiccells	0.69	0.50, 0.96	0.026	0.567	0.03	0.03	0.03	0.03	0.03	0.03	High_AboveMedian	Cytotoxiccells.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	Cytotoxiccells.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	118	69	54936	0.168	-2.22	144	0.5	0.96
IL8.21978456	0.69	0.49, 0.96	0.026	0.538	0.03	0.03	0.03	0.03	0.03	0.03	High_AboveMedian	IL8.21978456.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	IL8.21978456.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	118	62	49539	0.169	-2.22	144	0.49	0.96
MHC2.21978456	0.7	0.51, 0.98	0.035	0.552	0.03	0.03	0.03	0.03	0.03	0.03	High_AboveMedian	MHC2.21978456.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	MHC2.21978456.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	118	67	52930	0.168	-2.11	144	0.51	0.98
Tfhcells	0.7	0.50, 0.98	0.036	0.545	0.04	0.04	0.04	0.04	0.04	0.04	High_AboveMedian	Tfhcells.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	Tfhcells.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	118	66	53623	0.169	-2.09	144	0.5	0.98
DC	0.71	0.51, 0.98	0.039	0.553	0.04	0.04	0.04	0.04	0.04	0.04	High_AboveMedian	DC.BIN	dichotomous	FALSE	level	FALSE	237	144	237	prop_hazard	HR	DC.BINHigh_AboveMedian	factor	2	contr.treatment	treatment	118	67	53067	0.168	-2.06	144	0.51	0.98
