variable	Hazard_Ratio	ci	p.value	Concordance	Likelihood_Ratio_Pval	Wald_Test_Pval	Logrank_Test_Pval	Likelihood_Ratio_AdjPval_BH	Wald_Test_AdjPval_BH	Logrank_Test_AdjPval_BH	Criteria	var_label	var_type	reference_row	row_type	header_row	N_obs	N_event	N	coefficients_type	coefficients_label	term	var_class	var_nlevels	contrasts	contrasts_type	n_obs	n_event	exposure	std.error	statistic	nevent	conf.low	conf.high
GRANS.PCA.16704732	0.68	0.50, 0.93	0.016	0.552	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	GRANS.PCA.16704732.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	GRANS.PCA.16704732.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	99,357	0.157	-2.41	164	0.50	0.93
CD8.CART.DOWN.inTumor.Cheng.34270940.Immunity.SuppleTableOf.Chen.Nature	0.69	0.51, 0.94	0.018	0.539	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	CD8.CART.DOWN.inTumor.Cheng.34270940.Immunity.SuppleTableOf.Chen.Nature.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	CD8.CART.DOWN.inTumor.Cheng.34270940.Immunity.SuppleTableOf.Chen.Nature.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	74	101,541	0.158	-2.36	164	0.51	0.94
Bcell.receptors.score	0.69	0.51, 0.94	0.018	0.548	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	Bcell.receptors.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Bcell.receptors.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	99,926	0.157	-2.37	164	0.51	0.94
Temcells	0.69	0.50, 0.94	0.018	0.531	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	Temcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Temcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	71	98,706	0.159	-2.37	164	0.50	0.94
Angiogenesis	0.69	0.51, 0.94	0.019	0.543	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	Angiogenesis.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Angiogenesis.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	70	95,779	0.158	-2.34	164	0.51	0.94
Thelpercells	0.69	0.51, 0.94	0.019	0.537	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	Thelpercells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Thelpercells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	68	93,918	0.159	-2.34	164	0.51	0.94
MDACC.FNA.1.20805453	0.69	0.51, 0.94	0.02	0.549	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	MDACC.FNA.1.20805453.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	MDACC.FNA.1.20805453.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	74	100,356	0.157	-2.33	164	0.51	0.94
NKCD56dimcells	0.70	0.51, 0.95	0.024	0.54	0.02	0.02	0.02	0.02	0.02	0.02	High_AboveMedian	NKCD56dimcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	NKCD56dimcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	74	100,733	0.158	-2.26	164	0.51	0.95
Lung.CD8.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport	1.42	1.04, 1.93	0.026	0.548	0.03	0.03	0.03	0.03	0.03	0.03	High_AboveMedian	Lung.CD8.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Lung.CD8.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	91	85,026	0.157	2.23	164	1.04	1.93
Tcmcells	0.70	0.52, 0.96	0.026	0.542	0.03	0.03	0.03	0.03	0.03	0.03	High_AboveMedian	Tcmcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Tcmcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	98,354	0.158	-2.22	164	0.52	0.96
Lung.CD4.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport	0.71	0.52, 0.96	0.027	0.539	0.03	0.03	0.03	0.03	0.03	0.03	High_AboveMedian	Lung.CD4.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Lung.CD4.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	98,988	0.158	-2.21	164	0.52	0.96
aDC	0.71	0.52, 0.96	0.029	0.546	0.03	0.03	0.03	0.03	0.03	0.03	High_AboveMedian	aDC.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	aDC.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	75	101,211	0.158	-2.19	164	0.52	0.96
Tregcells	0.71	0.52, 0.97	0.03	0.545	0.03	0.03	0.03	0.03	0.03	0.03	High_AboveMedian	Tregcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Tregcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	74	99,307	0.157	-2.17	164	0.52	0.97
CD68	0.71	0.52, 0.97	0.03	0.531	0.03	0.03	0.03	0.03	0.03	0.03	High_AboveMedian	CD68.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	CD68.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	71	95,979	0.158	-2.17	164	0.52	0.97
MILNER.RESIDENCY.TableS8.Crowl.35761084.NatImmunol	0.72	0.53, 0.97	0.033	0.546	0.03	0.03	0.03	0.03	0.03	0.03	High_AboveMedian	MILNER.RESIDENCY.TableS8.Crowl.35761084.NatImmunol.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	MILNER.RESIDENCY.TableS8.Crowl.35761084.NatImmunol.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	98,109	0.157	-2.13	164	0.53	0.97
iDC	0.73	0.53, 0.99	0.043	0.539	0.04	0.04	0.04	0.04	0.04	0.04	High_AboveMedian	iDC.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	iDC.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	75	99,019	0.157	-2.03	164	0.53	0.99
Th1cells	0.73	0.54, 1.00	0.049	0.533	0.05	0.05	0.05	0.05	0.05	0.05	High_AboveMedian	Th1cells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Th1cells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	75	99,822	0.157	-1.97	164	0.54	1.00
CD8Tcells	0.74	0.54, 1.01	0.054	0.537	0.05	0.05	0.05	0.05	0.05	0.05	High_AboveMedian	CD8Tcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	CD8Tcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	99,640	0.157	-1.92	164	0.54	1.01
CROWL.Residency.TableS8.Crowl.35761084.NatImmunol	0.75	0.55, 1.02	0.07	0.537	0.07	0.07	0.07	0.07	0.07	0.07	High_AboveMedian	CROWL.Residency.TableS8.Crowl.35761084.NatImmunol.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	CROWL.Residency.TableS8.Crowl.35761084.NatImmunol.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	75	97,847	0.157	-1.81	164	0.55	1.02
Neutrophils	0.75	0.55, 1.02	0.07	0.523	0.07	0.07	0.07	0.07	0.07	0.07	High_AboveMedian	Neutrophils.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Neutrophils.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	96,500	0.157	-1.81	164	0.55	1.02
HBV.specific.CD69posCells.Cluster6and8.Cheng.34270940.Immunity	0.75	0.55, 1.02	0.071	0.534	0.07	0.07	0.07	0.07	0.07	0.07	High_AboveMedian	HBV.specific.CD69posCells.Cluster6and8.Cheng.34270940.Immunity.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	HBV.specific.CD69posCells.Cluster6and8.Cheng.34270940.Immunity.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	96,137	0.157	-1.81	164	0.55	1.02
DAP12.data	0.75	0.55, 1.03	0.071	0.53	0.07	0.07	0.07	0.07	0.07	0.07	High_AboveMedian	DAP12.data.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	DAP12.data.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	75	98,471	0.158	-1.80	164	0.55	1.03
PD1.data	0.76	0.56, 1.04	0.084	0.539	0.08	0.08	0.08	0.08	0.08	0.08	High_AboveMedian	PD1.data.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	PD1.data.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	78	101,413	0.157	-1.73	164	0.56	1.04
Th17cells	0.77	0.56, 1.05	0.093	0.526	0.09	0.09	0.09	0.09	0.09	0.09	High_AboveMedian	Th17cells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Th17cells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	99,466	0.157	-1.68	164	0.56	1.05
Lymphvessels	0.77	0.57, 1.05	0.1	0.526	0.1	0.1	0.1	0.1	0.1	0.1	High_AboveMedian	Lymphvessels.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Lymphvessels.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	94,288	0.157	-1.64	164	0.57	1.05
Macrophages	0.77	0.57, 1.05	0.1	0.531	0.1	0.1	0.1	0.1	0.1	0.1	High_AboveMedian	Macrophages.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Macrophages.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	97,779	0.157	-1.66	164	0.57	1.05
Tfhcells	0.78	0.57, 1.06	0.11	0.527	0.1	0.1	0.1	0.1	0.1	0.1	High_AboveMedian	Tfhcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Tfhcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	77	99,910	0.158	-1.59	164	0.57	1.06
DC	0.77	0.57, 1.06	0.11	0.521	0.1	0.1	0.1	0.1	0.1	0.1	High_AboveMedian	DC.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	DC.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	73	94,455	0.157	-1.62	164	0.57	1.06
Tgdcells	1.27	0.94, 1.73	0.12	0.534	0.1	0.1	0.1	0.1	0.1	0.1	High_AboveMedian	Tgdcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Tgdcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	88	86,221	0.157	1.55	164	0.94	1.73
UP.IN.TCM.VS.TEM.TableS8.Crowl.35761084.NatImmunol	1.26	0.93, 1.72	0.14	0.515	0.1	0.1	0.1	0.1	0.1	0.1	High_AboveMedian	UP.IN.TCM.VS.TEM.TableS8.Crowl.35761084.NatImmunol.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	UP.IN.TCM.VS.TEM.TableS8.Crowl.35761084.NatImmunol.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	90	88,174	0.157	1.48	164	0.93	1.72
Troester.WoundSig.19887484	0.79	0.58, 1.08	0.14	0.529	0.1	0.1	0.1	0.1	0.1	0.1	High_AboveMedian	Troester.WoundSig.19887484.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Troester.WoundSig.19887484.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	75	95,455	0.157	-1.47	164	0.58	1.08
UpInTRM.Mackay.28628092.SupplTable10	0.81	0.59, 1.10	0.2	0.537	0.2	0.2	0.2	0.2	0.2	0.2	High_AboveMedian	UpInTRM.Mackay.28628092.SupplTable10.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	UpInTRM.Mackay.28628092.SupplTable10.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	79	98,738	0.156	-1.36	164	0.59	1.10
Spleen.CD8.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport	1.24	0.92, 1.69	0.2	0.531	0.2	0.2	0.2	0.2	0.2	0.2	High_AboveMedian	Spleen.CD8.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Spleen.CD8.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	87	87,252	0.157	1.39	164	0.92	1.69
NKCD56brightcells	0.82	0.60, 1.12	0.2	0.529	0.2	0.2	0.2	0.2	0.2	0.2	High_AboveMedian	NKCD56brightcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	NKCD56brightcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	79	98,573	0.157	-1.26	164	0.60	1.12
Mastcells	0.83	0.61, 1.13	0.2	0.522	0.2	0.2	0.2	0.2	0.2	0.2	High_AboveMedian	Mastcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Mastcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	93,530	0.157	-1.19	164	0.61	1.13
NKcells	0.82	0.60, 1.11	0.2	0.519	0.2	0.2	0.2	0.2	0.2	0.2	High_AboveMedian	NKcells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	NKcells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	95,283	0.157	-1.30	164	0.60	1.11
Spleen.CD4.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport	1.17	0.86, 1.59	0.3	0.523	0.3	0.3	0.3	0.3	0.3	0.3	High_AboveMedian	Spleen.CD4.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Spleen.CD4.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	85	87,054	0.156	0.99	164	0.86	1.59
UP.IN.TEM.VS.TCM.TableS8.Crowl.35761084.NatImmunol	0.84	0.62, 1.15	0.3	0.522	0.3	0.3	0.3	0.3	0.3	0.3	High_AboveMedian	UP.IN.TEM.VS.TCM.TableS8.Crowl.35761084.NatImmunol.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	UP.IN.TEM.VS.TCM.TableS8.Crowl.35761084.NatImmunol.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	80	98,568	0.157	-1.09	164	0.62	1.15
IL13.score.21050467	0.84	0.61, 1.14	0.3	0.51	0.3	0.3	0.3	0.3	0.3	0.3	High_AboveMedian	IL13.score.21050467.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	IL13.score.21050467.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	77	96,206	0.157	-1.14	164	0.61	1.14
TREM1.data	0.84	0.62, 1.15	0.3	0.523	0.3	0.3	0.3	0.3	0.3	0.3	High_AboveMedian	TREM1.data.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	TREM1.data.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	92,607	0.157	-1.08	164	0.62	1.15
Th2cells	0.85	0.63, 1.16	0.3	0.512	0.3	0.3	0.3	0.3	0.3	0.3	High_AboveMedian	Th2cells.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Th2cells.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	92,342	0.157	-1.00	164	0.63	1.16
CSR.Activated.15701700	0.84	0.62, 1.14	0.3	0.531	0.3	0.3	0.3	0.3	0.3	0.3	High_AboveMedian	CSR.Activated.15701700.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	CSR.Activated.15701700.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	78	94,565	0.156	-1.13	164	0.62	1.14
LYMPHS.PCA.16704732	1.16	0.86, 1.58	0.3	0.511	0.3	0.3	0.3	0.3	0.3	0.3	High_AboveMedian	LYMPHS.PCA.16704732.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	LYMPHS.PCA.16704732.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	85	85,621	0.157	0.97	164	0.86	1.58
Terminal.Tex.inLCMV.Cheng.34270940.Immunity.SupplTableOf.Yao.NatImmunol	0.86	0.64, 1.18	0.4	0.517	0.4	0.4	0.4	0.4	0.4	0.4	High_AboveMedian	Terminal.Tex.inLCMV.Cheng.34270940.Immunity.SupplTableOf.Yao.NatImmunol.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Terminal.Tex.inLCMV.Cheng.34270940.Immunity.SupplTableOf.Yao.NatImmunol.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	91,040	0.157	-0.931	164	0.64	1.18
Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol	0.91	0.67, 1.23	0.5	0.52	0.5	0.5	0.5	0.5	0.5	0.5	High_AboveMedian	Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	79	91,066	0.156	-0.627	164	0.67	1.23
CD8.CART.UP.inTumor.Cheng.34270940.Immunity.SuppleTableOf.Chen.Nature	0.92	0.67, 1.24	0.6	0.511	0.6	0.6	0.6	0.6	0.6	0.6	High_AboveMedian	CD8.CART.UP.inTumor.Cheng.34270940.Immunity.SuppleTableOf.Chen.Nature.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	CD8.CART.UP.inTumor.Cheng.34270940.Immunity.SuppleTableOf.Chen.Nature.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	77	89,102	0.157	-0.567	164	0.67	1.24
IL8.21978456	0.91	0.67, 1.24	0.6	0.5	0.6	0.6	0.6	0.6	0.6	0.6	High_AboveMedian	IL8.21978456.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	IL8.21978456.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	76	89,063	0.157	-0.586	164	0.67	1.24
CHANG.CORE.SERUM.RESPONSE.UP	1.06	0.78, 1.44	0.7	0.505	0.7	0.7	0.7	0.7	0.7	0.7	High_AboveMedian	CHANG.CORE.SERUM.RESPONSE.UP.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	CHANG.CORE.SERUM.RESPONSE.UP.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	81	85,966	0.157	0.352	164	0.78	1.44
Bcell.mg.IGJ	0.94	0.70, 1.28	0.7	0.502	0.7	0.7	0.7	0.7	0.7	0.7	High_AboveMedian	Bcell.mg.IGJ.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Bcell.mg.IGJ.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	81	93,458	0.156	-0.365	164	0.70	1.28
Buck14.score	0.96	0.71, 1.31	0.8	0.505	0.8	0.8	0.8	0.8	0.8	0.8	High_AboveMedian	Buck14.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Buck14.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	80	90,677	0.156	-0.245	164	0.71	1.31
Module11.Prolif.score	1.01	0.75, 1.38	0.9	0.508	0.9	0.9	0.9	0.9	0.9	0.9	High_AboveMedian	Module11.Prolif.score.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Module11.Prolif.score.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	79	86,730	0.156	0.087	164	0.75	1.38
MCD3.CD8.21214954	0.99	0.73, 1.35	0.9	0.502	1	1	1	1	1	1	High_AboveMedian	MCD3.CD8.21214954.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	MCD3.CD8.21214954.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	80	88,633	0.156	-0.045	164	0.73	1.35
TGFB.score.21050467	1.01	0.75, 1.38	0.9	0.506	0.9	0.9	0.9	0.9	0.9	0.9	High_AboveMedian	TGFB.score.21050467.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	TGFB.score.21050467.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	80	88,521	0.156	0.081	164	0.75	1.38
Eosinophils	0.98	0.72, 1.33	0.9	0.496	0.9	0.9	0.9	0.9	0.9	0.9	High_AboveMedian	Eosinophils.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Eosinophils.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	79	88,758	0.156	-0.113	164	0.72	1.33
Rotterdam.ERneg.PCA.15721472	1.02	0.75, 1.39	0.9	0.515	0.9	0.9	0.9	0.9	0.9	0.9	High_AboveMedian	Rotterdam.ERneg.PCA.15721472.BIN	dichotomous	FALSE	level	FALSE	313	164	313	prop_hazard	HR	Rotterdam.ERneg.PCA.15721472.BINHigh_AboveMedian	factor	2.00	contr.treatment	treatment	156	80	88,421	0.156	0.146	164	0.75	1.39
